shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
S400038,40.612132,-74.188629,460070
S400038,40.612402,-74.188499,460071
S400038,40.613162,-74.188139,460072
S400038,40.613502,-74.187969,460073
S400038,40.613642,-74.187919,460074
S400038,40.613782,-74.187869,460075
S400038,40.614072,-74.187798,460076
S400038,40.614162,-74.187759,460077
S400038,40.614222,-74.187699,460078
S400038,40.614252,-74.187639,460079
S400038,40.614282,-74.187549,460080
S400038,40.614292,-74.187449,460081
S400038,40.614282,-74.187348,460082
S400038,40.615305,-74.187004,460083
S400038,40.615305,-74.187004,470001
S400038,40.617132,-74.186389,470002
S400038,40.617392,-74.186229,470003
S400038,40.617652,-74.185999,470004
S400038,40.617792,-74.185749,470005
S400038,40.618323,-74.184449,470006
S400038,40.618352,-74.184379,470007
S400038,40.618901,-74.185197,470008
S400039,40.618978,-74.185312,10001
S400039,40.619298,-74.185788,10002
S400039,40.619249,-74.185844,10003
S400039,40.618323,-74.184449,10004
S400039,40.617792,-74.185749,10005
S400039,40.617652,-74.185999,10006
S400039,40.617392,-74.186229,10007
S400039,40.617132,-74.186389,10008
S400039,40.614929,-74.187130,10009
S400039,40.614929,-74.187130,20001
S400039,40.614282,-74.187348,20002
S400039,40.614292,-74.187449,20003
S400039,40.614282,-74.187549,20004
S400039,40.614252,-74.187639,20005
S400039,40.614222,-74.187699,20006
S400039,40.614162,-74.187759,20007
S400039,40.614072,-74.187798,20008
S400039,40.613782,-74.187869,20009
S400039,40.613642,-74.187919,20010
S400039,40.613502,-74.187969,20011
S400039,40.613162,-74.188139,20012
S400039,40.612402,-74.188499,20013
S400039,40.612132,-74.188629,20014
S400039,40.611992,-74.188699,20015
S400039,40.611852,-74.188748,20016
S400039,40.611692,-74.188769,20017
S400039,40.611552,-74.188749,20018
S400039,40.611502,-74.188549,20019
S400039,40.610652,-74.184888,20020
S400039,40.610612,-74.184759,20021
S400039,40.610262,-74.183639,20022
S400039,40.610232,-74.183549,20023
S400039,40.610572,-74.183269,20024
S400039,40.610692,-74.183159,20025
S400039,40.610792,-74.183049,20026
S400039,40.610902,-74.182939,20027
S400039,40.611002,-74.182829,20028
S400039,40.611092,-74.182709,20029
S400039,40.611192,-74.182589,20030
S400039,40.611972,-74.181499,20031
S400039,40.612272,-74.181169,20032
S400039,40.612462,-74.180999,20033
S400039,40.612682,-74.180849,20034
S400039,40.614192,-74.179869,20035
S400039,40.614572,-74.179649,20036
S400039,40.614842,-74.179509,20037
S400039,40.615112,-74.179389,20038
S400039,40.615532,-74.179229,20039
S400039,40.620392,-74.177529,20040
S400039,40.621082,-74.177369,20041
S400039,40.621322,-74.177339,20042
S400039,40.621562,-74.177329,20043
S400039,40.621752,-74.177319,20044
S400039,40.621862,-74.177329,20045
S400039,40.621982,-74.177339,20046
S400039,40.622212,-74.177369,20047
S400039,40.622422,-74.177398,20048
S400039,40.622812,-74.177509,20049
S400039,40.623082,-74.177609,20050
S400039,40.623222,-74.177659,20051
S400039,40.623362,-74.177719,20052
S400039,40.623492,-74.177789,20053
S400039,40.623882,-74.178009,20054
S400039,40.624132,-74.178169,20055
S400039,40.624492,-74.178428,20056
S400039,40.624592,-74.178499,20057
S400039,40.624642,-74.178539,20058
S400039,40.624922,-74.177899,20059
S400039,40.625032,-74.177669,20060
S400039,40.625412,-74.176889,20061
S400039,40.625660,-74.176355,20062
S400039,40.625660,-74.176355,30001
S400039,40.625682,-74.176309,30002
S400039,40.625892,-74.175838,30003
S400039,40.626092,-74.175429,30004
S400039,40.626362,-74.174868,30005
S400039,40.626522,-74.174509,30006
S400039,40.626772,-74.173969,30007
S400039,40.626802,-74.173899,30008
S400039,40.626872,-74.173749,30009
S400039,40.626955,-74.173570,30010
S400039,40.626955,-74.173570,40001
S400039,40.627052,-74.173359,40002
S400039,40.627172,-74.173089,40003
S400039,40.627422,-74.172539,40004
S400039,40.627462,-74.172428,40005
S400039,40.627502,-74.172299,40006
S400039,40.627512,-74.172269,40007
S400039,40.627542,-74.172129,40008
S400039,40.627552,-74.172039,40009
S400039,40.627562,-74.171929,40010
S400039,40.627582,-74.171769,40011
S400039,40.627612,-74.171419,40012
S400039,40.627622,-74.171339,40013
S400039,40.627642,-74.171139,40014
S400039,40.627662,-74.170919,40015
S400039,40.627752,-74.169989,40016
S400039,40.627822,-74.169089,40017
S400039,40.627822,-74.168979,40018
S400039,40.627802,-74.168819,40019
S400039,40.627682,-74.168199,40020
S400039,40.627645,-74.168002,40021
S400039,40.627645,-74.168002,50001
S400039,40.627612,-74.167819,50002
S400039,40.627572,-74.167629,50003
S400039,40.627482,-74.167179,50004
S400039,40.627362,-74.166549,50005
S400039,40.627492,-74.166519,50006
S400039,40.627525,-74.166517,50007
S400039,40.627525,-74.166517,60001
S400039,40.629062,-74.166439,60002
S400039,40.629225,-74.166434,60003
S400039,40.629225,-74.166434,70001
S400039,40.630072,-74.166409,70002
S400039,40.630302,-74.166399,70003
S400039,40.632064,-74.166332,70004
S400039,40.632064,-74.166332,80001
S400039,40.632162,-74.166329,80002
S400039,40.632452,-74.166319,80003
S400039,40.632532,-74.166319,80004
S400039,40.632822,-74.166309,80005
S400039,40.633572,-74.166279,80006
S400039,40.634772,-74.166229,80007
S400039,40.635842,-74.166179,80008
S400039,40.635922,-74.166179,80009
S400039,40.636119,-74.166171,80010
S400039,40.636119,-74.166171,90001
S400039,40.640182,-74.166019,90002
S400039,40.640272,-74.166019,90003
S400039,40.640183,-74.165717,90004
S400039,40.640183,-74.165717,100001
S400039,40.640172,-74.165679,100002
S400039,40.640002,-74.165229,100003
S400039,40.639962,-74.165119,100004
S400039,40.639802,-74.164729,100005
S400039,40.639632,-74.164409,100006
S400039,40.639482,-74.164169,100007
S400039,40.639372,-74.164041,100008
S400039,40.639372,-74.164041,110001
S400039,40.639162,-74.163799,110002
S400039,40.638902,-74.163509,110003
S400039,40.638802,-74.163408,110004
S400039,40.638512,-74.163029,110005
S400039,40.638432,-74.162899,110006
S400039,40.638332,-74.162729,110007
S400039,40.638202,-74.162529,110008
