shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Q060384,40.659609,-73.773841,30009
Q060384,40.659701,-73.773692,30010
Q060384,40.659749,-73.773780,30011
Q060384,40.659786,-73.773811,30012
Q060384,40.660217,-73.774180,30013
Q060384,40.660311,-73.774274,30014
Q060384,40.660311,-73.774274,40001
Q060384,40.660711,-73.774673,40002
Q060384,40.660799,-73.774767,40003
Q060384,40.660982,-73.774923,40004
Q060384,40.661200,-73.775106,40005
Q060384,40.661329,-73.775228,40006
Q060384,40.661940,-73.775721,40007
Q060384,40.662488,-73.776150,40008
Q060384,40.663089,-73.776612,40009
Q060384,40.663666,-73.777114,40010
Q060384,40.664179,-73.777558,40011
Q060384,40.664819,-73.778101,40012
Q060384,40.664819,-73.778101,50001
Q060384,40.664928,-73.778194,50002
Q060384,40.665023,-73.778271,50003
Q060384,40.665092,-73.778341,50004
Q060384,40.665722,-73.778872,50005
Q060384,40.665862,-73.779025,50006
Q060384,40.666433,-73.779520,50007
Q060384,40.666786,-73.779828,50008
Q060384,40.667031,-73.780051,50009
Q060384,40.667162,-73.780159,50010
Q060384,40.667221,-73.780214,50011
Q060384,40.667290,-73.780271,50012
Q060384,40.667564,-73.780553,50013
Q060384,40.667667,-73.780641,50014
Q060384,40.667667,-73.780641,60001
Q060384,40.668085,-73.781000,60002
Q060384,40.668672,-73.781630,60003
Q060384,40.668927,-73.781876,60004
Q060384,40.669478,-73.782444,60005
Q060384,40.670099,-73.783069,60006
Q060384,40.670216,-73.783188,60007
Q060384,40.670216,-73.783188,70001
Q060384,40.670571,-73.783548,70002
Q060384,40.671294,-73.784266,70003
Q060384,40.671618,-73.784585,70004
Q060384,40.671944,-73.784904,70005
Q060384,40.672044,-73.785023,70006
Q060384,40.672121,-73.785143,70007
Q060384,40.672384,-73.785577,70008
Q060384,40.672384,-73.785577,80001
Q060384,40.672467,-73.785715,80002
Q060384,40.672589,-73.786004,80003
Q060384,40.672764,-73.786469,80004
Q060384,40.672824,-73.786637,80005
Q060384,40.672982,-73.787008,80006
Q060384,40.673027,-73.787144,80007
Q060384,40.673103,-73.787351,80008
Q060384,40.673272,-73.787750,80009
Q060384,40.673442,-73.788050,80010
Q060384,40.673775,-73.788594,80011
Q060384,40.673811,-73.788633,80012
Q060384,40.673811,-73.788633,90001
Q060384,40.674173,-73.789038,90002
Q060384,40.674494,-73.789372,90003
Q060384,40.674553,-73.789422,90004
Q060384,40.674704,-73.789535,90005
Q060384,40.675197,-73.789847,90006
Q060384,40.675427,-73.790003,90007
Q060384,40.676064,-73.790343,90008
